track	layer	group	expert	W	S	Q	dense_top1_wins	dense_top1_share	n_tokens
prefill	0	nonfinance_consequence	238	0.03278441703830275	0.26737967914438504	0.12261371972325229	4	0.0213903743315508	187
prefill	0	nonfinance_consequence	30	0.023350669493727386	0.21390374331550802	0.10916437988317554	1	0.0053475935828877	187
prefill	0	nonfinance_consequence	236	0.0205476211871471	0.0962566844919786	0.21346695344425043	8	0.0427807486631016	187
prefill	0	nonfinance_consequence	143	0.02000697210004694	0.0855614973262032	0.23383148641929863	7	0.0374331550802139	187
prefill	0	nonfinance_consequence	57	0.01967850340943163	0.13368983957219252	0.14719520550254858	5	0.026737967914438502	187
prefill	0	nonfinance_consequence	81	0.019089139786955114	0.10160427807486631	0.1878773231663477	10	0.053475935828877004	187
prefill	0	nonfinance_consequence	84	0.019004296119748052	0.09090909090909091	0.20904725731722856	8	0.0427807486631016	187
prefill	0	nonfinance_consequence	144	0.018926687656424322	0.09090909090909091	0.20819356422066754	10	0.053475935828877004	187
prefill	0	nonfinance_consequence	188	0.018447117512256393	0.1443850267379679	0.12776336943673872	6	0.03208556149732621	187
prefill	0	nonfinance_consequence	182	0.017056119342501837	0.17647058823529413	0.09665134294084374	0	0.0	187
prefill	0	nonfinance_consequence	79	0.01679146339958612	0.0855614973262032	0.1962502284826628	7	0.0374331550802139	187
prefill	0	nonfinance_neutral	189	0.03531702384385434	0.21390374331550802	0.16510708647001904	25	0.13368983957219252	187
prefill	0	nonfinance_neutral	238	0.031191557301628484	0.2727272727272727	0.11436904343930446	3	0.016042780748663103	187
prefill	0	nonfinance_neutral	236	0.025810975737192692	0.12299465240641712	0.20985445490674057	11	0.058823529411764705	187
prefill	0	nonfinance_neutral	30	0.02378261193774808	0.21390374331550802	0.11118371080897227	1	0.0053475935828877	187
