track	layer	rank	expert	delta_W	A_W	A_S	A_Q	B_W	B_S	B_Q	A_tokens	B_tokens
generation_clean	4	4	37	0.009567432495602289	0.014114204098998044	0.10311284046692606	0.13688114918650934	0.004546771603395756	0.0390625	0.11639735304693136	514	768
generation_clean	4	5	119	0.008221920596727337	0.014543928592820122	0.07587548638132295	0.19168152042844983	0.006322007996092786	0.041666666666666664	0.15172819190622686	514	768
generation_clean	4	6	215	0.0076381493413422066	0.019445007614802223	0.10116731517509728	0.19220642142323735	0.011806858273460017	0.07552083333333333	0.15633908886236714	514	768
generation_clean	4	7	71	0.007376615540395795	0.016080020200572146	0.08949416342412451	0.17967674745856702	0.00870340466017635	0.049479166666666664	0.1759003889214589	514	768
generation_clean	4	8	155	0.0070426669832965895	0.01044529618467345	0.06614785992217899	0.1579083011447692	0.003402629201376861	0.02734375	0.12443901079321092	514	768
generation_clean	4	9	112	0.0066526594442093525	0.011972950761258575	0.08754863813229571	0.13675770425082018	0.005320291317049222	0.037760416666666664	0.14089599074116563	514	768
generation_clean	4	10	253	0.0065530331690134246	0.02289163687012443	0.1245136186770428	0.18384845861318683	0.016338603701111006	0.08854166666666667	0.18453011238901842	514	768
generation_clean	4	11	154	0.00642404076020707	0.025914223676851325	0.18093385214007782	0.14322484913872668	0.019490182916644255	0.12630208333333334	0.15431402556683285	514	768
generation_clean	4	12	133	0.006248829551694395	0.01344718172669963	0.08365758754863813	0.16074073040752582	0.007198352175005235	0.05078125	0.1417521659077954	514	768
generation_clean	4	13	20	0.006208146306702072	0.01218777932201567	0.08754863813229571	0.1392115238114679	0.005979633015313598	0.036458333333333336	0.16401279127717297	514	768
generation_clean	4	14	94	0.0059314808858345214	0.01416261376399758	0.07392996108949416	0.1915679861761778	0.008231132878163058	0.046875	0.1755975014008119	514	768
